-48	63
-24	-88
15	0
0	0
8	-16
0	8
-32	-32
31	15
23	8
31	39
0	-24
-24	0
23	15
-32	-24
103	15
15	-32
0	15
8	39
-8	-24
23	-40
-24	-32
-24	15
-48	31
0	-32
23	-8
0	-8
-80	39
-8	23
0	79
47	15
39	95
8	-16
23	63
15	-48
8	71
8	55
-40	-32
-8	-40
-8	-16
-40	-8
15	63
55	-24
-24	47
55	31
-16	-48
63	-8
-8	15
103	47
-24	15
23	55
39	-32
0	-24
-24	0
-16	-24
-64	55
0	-32
39	8
31	39
103	-48
39	-56
0	-8
8	39
0	79
-24	-127
-127	-64
8	0
15	39
-24	-103
-32	-8
23	31
0	87
-48	47
15	8
0	39
31	0
63	-32
8	0
39	63
23	-48
118	71
23	0
31	0
71	31
79	-16
-64	-48
55	31
-16	39
47	39
31	-24
23	8
-40	-40
-24	23
-40	-16
0	-8
-103	-64
-72	0
-8	-56
0	-8
79	-16
-103	-16
55	-8
-103	0
31	-40
8	-8
79	8
-16	-72
-72	-48
-48	-24
-64	-40
55	63
-8	8
-24	-48
-56	-56
-32	-80
-72	-64
-80	8
-8	15
47	15
47	15
-32	-32
63	31
55	0
39	-56
15	-64
47	71
0	0
23	55
55	39
31	55
87	0
0	55
79	-40
-111	-80
-56	-48
-24	-103
-8	-8
-119	-8
-24	-24
-32	8
0	39
15	-40
23	0
-56	15
71	23
0	0
15	15
-32	23
-95	-56
-16	31
-88	23
15	39
8	-16
23	-24
-24	0
23	31
-32	-16
-24	23
0	-8
-16	-48
-8	-24
-40	-40
23	-56
-48	23
-24	31
8	-32
39	15
-32	23
15	-48
-8	23
15	31
0	23
47	-8
8	0
0	15
-48	-48
15	79
0	-24
15	79
71	15
15	-16
47	0
-16	-80
-24	-16
79	39
55	103
31	-8
23	31
-48	-32
-64	-103
15	39
-56	23
0	-32
-8	-8
-8	-32
-80	15
31	31
-88	8
0	23
-48	-32
0	15
-24	-8
31	0
-24	31
-72	39
47	-16
-8	-64
-56	31
-56	39
63	39
-16	47
23	-24
15	-16
-40	-72
-40	-48
-56	55
15	-8
-24	-40
0	-24
-56	-72
-16	0
23	-48
71	87
-32	-24
79	-40
23	-56
71	0
15	-8
118	8
-8	0
63	-40
23	15
47	31
71	47
0	-40
-24	15
-40	47
63	8
31	-16
-16	-8
71	71
8	-8
15	8
-40	-32
47	15
31	23
55	8
55	31
31	23
15	-64
8	8
-16	-24
0	23
0	-56
39	0
-40	-24
0	55
-32	0
63	55
-48	-8
63	-24
-72	0
-72	-56
-8	-72
55	-72
71	31
-32	-24
-24	-32
-80	63
-16	87
71	8
15	63
0	8
55	0
0	63
71	47
23	31
63	-8
15	-40
8	-48
-24	-56
-88	-88
-64	-103
-56	8
-80	-56
-56	-40
31	47
8	47
-95	31
55	47
63	39
47	63
55	-32
15	39
23	-88
8	-48
-64	0
-48	8
-56	23
39	-8
-95	0
8	-111
-16	-64
-32	-111
55	-8
63	31
47	-48
47	71
79	63
0	15
47	-24
0	15
-72	-40
0	0
-48	0
-32	0
8	0
-56	55
47	31
-16	31
-32	-88
-16	-32
8	-32
-64	0
-16	-56
95	39
79	31
55	-32
15	-8
79	-48
-8	-64
0	-72
8	0
-32	23
8	0
-24	8
-24	15
0	15
15	-8
0	15
55	55
31	8
-32	15
-40	-24
47	-32
-48	0
-64	0
-24	-8
55	87
39	39
47	-24
15	55
0	0
23	31
8	-32
-32	-56
63	-56
-16	-64
-88	23
-16	-40
-24	39
15	-56
71	-16
-16	-8
-24	-40
-40	-40
8	-40
-64	-48
-56	0
-48	-8
-72	0
-48	31
71	39
-48	39
39	-8
31	-32
31	-8
31	31
-16	-32
8	31
-103	-119
15	15
0	-24
-80	55
79	47
23	87
-16	23
55	8
15	-72
-80	-40
15	-40
-56	63
-16	8
-8	-80
-8	-24
-40	15
-24	-16
-16	15
-16	-48
-40	63
79	79
15	55
39	39
31	-40
-8	-24
-48	55
31	71
63	23
8	8
8	-48
39	0
0	79
0	-88
15	8
-48	15
39	55
-24	0
-40	-16
-56	31
0	-40
23	0
31	-64
-48	-8
-16	31
31	31
0	0
23	71
87	0
-64	-16
-40	15
-56	-40
63	55
23	0
39	79
0	55
0	31
0	23
-8	-8
-32	-40
0	-24
-48	8
31	-24
-56	-16
-8	0
8	-8
103	-16
-8	0
-95	-16
-8	0
-8	63
23	39
-8	-24
15	0
8	15
-16	39
0	-56
23	47
-32	-48
23	-64
0	-8
47	0
55	39
55	15
31	-64
-40	0
-16	55
0	8
-32	63
71	23
55	-16
8	-80
55	47
-32	-80
0	-24
0	63
23	31
-64	-24
15	0
-48	39
-56	8
-16	0
-24	47
23	-8
-48	-64
0	63
-88	-64
79	47
31	118
47	-16
-16	-48
47	0
-56	-64
-32	-32
47	39
-24	-64
-56	-64
71	0
23	55
15	47
8	8
31	-32
0	0
0	15
8	-32
-48	31
0	-24
8	-48
-16	-40
-32	-16
47	15
15	8
71	15
-32	-8
-64	8
-32	-8
55	8
47	-40
-8	-16
-32	31
-8	47
-24	-16
-8	0
8	8
47	55
55	-40
63	55
23	0
0	15
-16	-32
15	0
-40	0
0	47
-56	-8
63	-32
0	23
-32	39
-32	8
31	-24
8	0
-32	-80
-8	-24
-88	23
-16	47
-24	0
63	63
63	0
-48	0
-48	-72
0	-40
-80	23
39	-64
15	8
8	-88
63	0
0	-48
-32	31
23	-32
0	23
23	-16
31	23
-24	-56
-8	23
-24	-48
15	39
47	95
55	55
47	-40
-72	15
0	-56
-16	-32
55	8
-80	-8
55	55
-64	-40
-8	31
8	63
-32	15
-8	95
15	63
79	63
8	-72
-8	-80
-16	0
-48	-48
15	23
118	55
-8	-8
15	15
-16	0
-16	15
87	31
15	71
63	-24
-8	-56
-56	-16
-56	0
23	0
8	8
8	8
-16	0
-24	-8
-88	-95
-8	-40
-8	0
8	55
-8	39
39	15
79	47
0	23
71	47
-88	-111
71	0
0	-8
-80	63
8	-95
-103	23
-32	31
23	87
-56	31
-8	-8
8	47
8	-48
0	-72
-56	-56
87	47
8	8
8	-8
103	39
-88	39
-32	-72
-48	-16
-64	8
0	8
-40	15
-16	31
-40	23
0	-16
15	8
15	-8
79	87
-103	15
39	47
-40	-32
47	23
71	31
-32	55
-8	0
95	118
15	39
-48	15
0	-32
-40	47
8	-72
15	23
0	31
47	23
71	39
0	47
-16	0
95	39
39	55
31	-16
-8	0
15	15
0	-24
-16	-72
0	-8
23	-40
-56	-127
-95	31
-16	71
-24	-8
-16	0
23	8
-56	-8
-72	55
15	0
-24	31
-32	0
55	31
8	-40
-24	0
0	-24
-24	-56
0	-8
-8	-64
-16	15
0	23
0	0
-48	-16
-24	23
-56	111
39	63
95	-8
23	0
0	-32
39	47
-48	0
47	95
-16	55
39	8
0	39
39	-8
-40	8
-8	-64
-48	-8
31	87
23	8
103	0
-32	23
-32	39
-8	15
-48	23
31	8
15	8
23	-32
-95	-103
31	-8
-56	47
-8	-64
-24	23
-24	0
23	15
0	0
-48	-16
-80	-40
15	15
-24	31
-16	-16
0	55
15	55
-32	-16
15	8
55	55
8	15
-8	63
63	0
8	15
39	47
55	55
-32	8
39	-32
-40	-72
-24	47
15	0
39	-95
-56	-40
-32	-80
-80	-48
-40	8
8	95
-40	-32
-16	55
-8	-8
39	31
-24	8
8	23
-8	-16
-32	-24
-48	8
-111	-32
31	-16
-32	-16
79	79
0	47
15	-8
8	31
95	-8
-32	-88
39	55
31	71
39	31
-8	-32
-8	-40
39	63
15	47
-16	-48
0	0
-16	8
-40	-24
-72	-24
-8	-32
-8	0
-103	15
-40	23
8	8
0	-24
0	-24
-8	39
-56	31
31	23
15	15
23	-24
-16	0
-24	15
-56	23
-32	15
55	39
55	31
39	63
-16	-24
8	63
-40	-32
-95	-127
8	-32
31	31
0	-8
-48	0
-40	31
-64	-40
39	79
-40	39
-32	0
-32	71
39	-64
15	-8
23	-56
-16	-40
-40	8
-32	-40
-40	-88
31	15
-24	-16
103	31
0	39
31	47
0	-16
0	-24
-16	8
63	0
23	95
-24	-32
-24	79
47	-119
-40	-95
-8	31
-16	0
-48	-16
-24	39
0	-8
-24	47
-56	87
-32	31
71	0
-16	-16
-32	0
-8	31
0	15
-48	-56
47	23
55	-56
95	63
-16	39
111	71
-40	15
79	79
-8	8
-48	55
15	-16
-72	-24
23	8
55	-24
23	55
15	8
-32	0
-32	47
-24	-64
-32	-72
-56	-143
-16	0
0	8
0	-40
-72	-48
-16	79
-24	-48
23	-24
-8	0
23	-32
23	-16
87	71
23	39
0	111
31	39
31	39
-16	-8
0	-8
0	-24
-40	-24
0	0
-24	-24
0	8
8	-8
8	31
-32	-16
95	71
63	23
23	-72
23	87
0	31
-8	-24
0	-119
-24	63
-56	-8
8	8
-32	-32
-8	-16
-8	15
47	8
47	8
71	15
63	-16
